inchikey,n1_frag,n3_frag,c4_frag,c5_frag,smiles_cation,smiles_neutral
BRJNWSHULPCXCR-UHFFFAOYSA-N,tBu,Propargyl,OMe,H,C#CCn1c[n+](C(C)(C)C)cc1OC,C#CCN1[C]N(C(C)(C)C)C=C1OC
BRKTZUZBZZWLAV-UHFFFAOYSA-N,Et,iPr,F,NO2,CC[n+]1cn(C(C)C)c(F)c1[N+](=O)[O-],CCN1[C]N(C(C)C)C(F)=C1[N+](=O)[O-]
BSDPXYLJXCYLSI-UHFFFAOYSA-N,Vinyl,Allyl,F,NH2,C=CCn1c[n+](C=C)c(N)c1F,C=CCN1[C]N(C=C)C(N)=C1F
BSDWQRVTXWYHJF-UHFFFAOYSA-N,Et,Ethynyl,NH2,Me,C#Cn1c[n+](CC)c(C)c1N,C#CN1[C]N(CC)C(C)=C1N
BSEVFKZTQUQGGK-UHFFFAOYSA-N,tBu,Allyl,F,F,C=CCn1c[n+](C(C)(C)C)c(F)c1F,C=CCN1[C]N(C(C)(C)C)C(F)=C1F
BSKCYVGAXGJEIV-UHFFFAOYSA-N,Vinyl,Allyl,F,CN,C=CCn1c[n+](C=C)c(C#N)c1F,C=CCN1[C]N(C=C)C(C#N)=C1F
BSLOUKWPCTVCAG-UHFFFAOYSA-N,nBu,Ethynyl,F,CN,C#Cn1c[n+](CCCC)c(C#N)c1F,C#CN1[C]N(CCCC)C(C#N)=C1F
BSVKTFARBDQEJW-UHFFFAOYSA-N,nBu,iPr,NH2,F,CCCC[n+]1cn(C(C)C)c(N)c1F,CCCCN1[C]N(C(C)C)C(N)=C1F
BSWIWWXAYYEHHV-UHFFFAOYSA-N,nBu,Propargyl,H,CF3,C#CCn1cc(C(F)(F)F)[n+](CCCC)c1,C#CCN1[C]N(CCCC)C(C(F)(F)F)=C1
BTUMSWPYDIUPDI-UHFFFAOYSA-N,nBu,Ethynyl,NO2,NH2,C#Cn1c[n+](CCCC)c(N)c1[N+](=O)[O-],C#CN1[C]N(CCCC)C(N)=C1[N+](=O)[O-]
BUDHDZDCAGEPAO-UHFFFAOYSA-N,Vinyl,Allyl,CF3,H,C=CCn1c[n+](C=C)cc1C(F)(F)F,C=CCN1[C]N(C=C)C=C1C(F)(F)F
BUFYHJWLFXQIIY-UHFFFAOYSA-N,tBu,Allyl,H,CN,C=CCn1cc(C#N)[n+](C(C)(C)C)c1,C=CCN1[C]N(C(C)(C)C)C(C#N)=C1
BUIZCXFNIZGLDY-UHFFFAOYSA-N,Vinyl,Propargyl,CN,F,C#CCn1c[n+](C=C)c(F)c1C#N,C#CCN1[C]N(C=C)C(F)=C1C#N
BUOSRNXRVZGNPN-UHFFFAOYSA-N,tBu,Propargyl,NH2,H,C#CCn1c[n+](C(C)(C)C)cc1N,C#CCN1[C]N(C(C)(C)C)C=C1N
BUTVHDRUULYQJD-UHFFFAOYSA-N,Et,Ethynyl,NH2,F,C#Cn1c[n+](CC)c(F)c1N,C#CN1[C]N(CC)C(F)=C1N
BVBABEMFDZVFMC-UHFFFAOYSA-N,nBu,Ph,CF3,OMe,CCCC[n+]1cn(-c2ccccc2)c(C(F)(F)F)c1OC,CCCCN1[C]N(c2ccccc2)C(C(F)(F)F)=C1OC
BVCFCXMGIJXASO-UHFFFAOYSA-N,Me,Allyl,OMe,CF3,C=CCn1c[n+](C)c(C(F)(F)F)c1OC,C=CCN1[C]N(C)C(C(F)(F)F)=C1OC
BVTJVBILUVIUQI-UHFFFAOYSA-N,Vinyl,Ph,CF3,NO2,C=C[n+]1cn(-c2ccccc2)c(C(F)(F)F)c1[N+](=O)[O-],C=CN1[C]N(c2ccccc2)C(C(F)(F)F)=C1[N+](=O)[O-]
BVZLJZUZJPJDLO-UHFFFAOYSA-N,Me,Propargyl,F,Me,C#CCn1c[n+](C)c(C)c1F,C#CCN1[C]N(C)C(C)=C1F
BXWITLDGCLLZPP-UHFFFAOYSA-N,Ethynyl,Propargyl,NH2,CF3,C#CCn1c[n+](C#C)c(C(F)(F)F)c1N,C#CCN1[C]N(C#C)C(C(F)(F)F)=C1N
BYCQWZLBSCSGMX-UHFFFAOYSA-N,Ethynyl,Ethynyl,H,OMe,C#Cn1cc(OC)[n+](C#C)c1,C#CN1[C]N(C#C)C(OC)=C1
BZAOVGQRJXOLGI-UHFFFAOYSA-N,Me,Propargyl,NH2,CN,C#CCn1c[n+](C)c(C#N)c1N,C#CCN1[C]N(C)C(C#N)=C1N
BZYJWHWJODWHJL-UHFFFAOYSA-N,tBu,Vinyl,CN,Me,C=Cn1c[n+](C(C)(C)C)c(C)c1C#N,C=CN1[C]N(C(C)(C)C)C(C)=C1C#N
CBBQCKLTFROCAH-UHFFFAOYSA-N,Vinyl,Ethynyl,NO2,CN,C#Cn1c[n+](C=C)c(C#N)c1[N+](=O)[O-],C#CN1[C]N(C=C)C(C#N)=C1[N+](=O)[O-]
CBEANQPKLJLGDW-UHFFFAOYSA-N,Et,Propargyl,OMe,NO2,C#CCn1c[n+](CC)c([N+](=O)[O-])c1OC,C#CCN1[C]N(CC)C([N+](=O)[O-])=C1OC
CBMANOJFNKGWDB-UHFFFAOYSA-N,nBu,Propargyl,CN,F,C#CCn1c[n+](CCCC)c(F)c1C#N,C#CCN1[C]N(CCCC)C(F)=C1C#N
CBNUJZBZWHELCC-UHFFFAOYSA-N,tBu,Ethynyl,H,Me,C#Cn1cc(C)[n+](C(C)(C)C)c1,C#CN1[C]N(C(C)(C)C)C(C)=C1
CCHQIXLNMLRRNW-UHFFFAOYSA-N,Et,Allyl,CN,NO2,C=CCn1c[n+](CC)c([N+](=O)[O-])c1C#N,C=CCN1[C]N(CC)C([N+](=O)[O-])=C1C#N
CCMMQOQDGJHPLP-UHFFFAOYSA-N,nBu,Propargyl,NO2,Me,C#CCn1c[n+](CCCC)c(C)c1[N+](=O)[O-],C#CCN1[C]N(CCCC)C(C)=C1[N+](=O)[O-]
CDBFCMGUHPFWRP-UHFFFAOYSA-N,tBu,Ethynyl,NO2,OMe,C#Cn1c[n+](C(C)(C)C)c(OC)c1[N+](=O)[O-],C#CN1[C]N(C(C)(C)C)C(OC)=C1[N+](=O)[O-]
CDDFVPMRODZAGL-UHFFFAOYSA-N,nBu,Vinyl,OMe,NH2,C=Cn1c[n+](CCCC)c(N)c1OC,C=CN1[C]N(CCCC)C(N)=C1OC
CDIWYWUGTVLWJM-UHFFFAOYSA-N,Me,Me,H,Me,Cc1cn(C)c[n+]1C,CC1=CN(C)[C]N1C
CDMTXYNJFVALLW-UHFFFAOYSA-N,Vinyl,Vinyl,F,NH2,C=Cn1c[n+](C=C)c(N)c1F,C=CN1[C]N(C=C)C(F)=C1N
CDMUCCJYYQPLTL-UHFFFAOYSA-N,tBu,Vinyl,CF3,F,C=Cn1c[n+](C(C)(C)C)c(F)c1C(F)(F)F,C=CN1[C]N(C(C)(C)C)C(F)=C1C(F)(F)F
CEAAVUVLCKANKH-UHFFFAOYSA-N,Me,Ethynyl,NH2,NO2,C#Cn1c[n+](C)c([N+](=O)[O-])c1N,C#CN1[C]N(C)C([N+](=O)[O-])=C1N
CEKWYWRIKHFBLN-UHFFFAOYSA-N,Ethynyl,Propargyl,CF3,NH2,C#CCn1c[n+](C#C)c(N)c1C(F)(F)F,C#CCN1[C]N(C#C)C(N)=C1C(F)(F)F
CEMKYIFZMJIBAC-UHFFFAOYSA-N,Me,tBu,NH2,H,C[n+]1cc(N)n(C(C)(C)C)c1,CN1[C]N(C(C)(C)C)C(N)=C1
CEWWPKJFFPLKFZ-UHFFFAOYSA-N,Et,Allyl,NO2,OMe,C=CCn1c[n+](CC)c(OC)c1[N+](=O)[O-],C=CCN1[C]N(CC)C(OC)=C1[N+](=O)[O-]
CFPIZVVDHOGCOS-UHFFFAOYSA-N,Me,Propargyl,NO2,NH2,C#CCn1c[n+](C)c(N)c1[N+](=O)[O-],C#CCN1[C]N(C)C(N)=C1[N+](=O)[O-]
CGDCTQXGPNSMCW-UHFFFAOYSA-N,Et,Ph,NO2,F,CC[n+]1cn(-c2ccccc2)c([N+](=O)[O-])c1F,CCN1[C]N(c2ccccc2)C([N+](=O)[O-])=C1F
CGDJGDVDKQSGBW-UHFFFAOYSA-N,nBu,Propargyl,CN,NH2,C#CCn1c[n+](CCCC)c(N)c1C#N,C#CCN1[C]N(CCCC)C(N)=C1C#N
CGKGOVYDNOYMRC-UHFFFAOYSA-N,Vinyl,Propargyl,NO2,NH2,C#CCn1c[n+](C=C)c(N)c1[N+](=O)[O-],C#CCN1[C]N(C=C)C(N)=C1[N+](=O)[O-]
CHCATGWJEMDWQA-UHFFFAOYSA-N,nBu,Ethynyl,OMe,OMe,C#Cn1c[n+](CCCC)c(OC)c1OC,C#CN1[C]N(CCCC)C(OC)=C1OC
CIBAMUBFFBAMAR-UHFFFAOYSA-N,tBu,tBu,CN,OMe,COc1c(C#N)n(C(C)(C)C)c[n+]1C(C)(C)C,COC1=C(C#N)N(C(C)(C)C)[C]N1C(C)(C)C
CIKKTXFQUUMASY-UHFFFAOYSA-N,nBu,Ethynyl,CN,CF3,C#Cn1c[n+](CCCC)c(C(F)(F)F)c1C#N,C#CN1[C]N(CCCC)C(C(F)(F)F)=C1C#N
CIMMCRUBBMFFCR-UHFFFAOYSA-N,Me,iPr,F,OMe,COc1c(F)n(C(C)C)c[n+]1C,COC1=C(F)N(C(C)C)[C]N1C
CIRFWOOGCSPBAS-UHFFFAOYSA-N,Me,tBu,NO2,H,C[n+]1cc([N+](=O)[O-])n(C(C)(C)C)c1,CN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1
CIUGIRDOZFIVTR-UHFFFAOYSA-N,Me,Ethynyl,NO2,NO2,C#Cn1c[n+](C)c([N+](=O)[O-])c1[N+](=O)[O-],C#CN1[C]N(C)C([N+](=O)[O-])=C1[N+](=O)[O-]
CIVIBHLXOZWWGI-UHFFFAOYSA-N,Vinyl,Propargyl,OMe,Me,C#CCn1c[n+](C=C)c(C)c1OC,C#CCN1[C]N(C=C)C(C)=C1OC
CIXZHNBPRWCBJP-UHFFFAOYSA-N,Me,Et,NO2,H,CCn1c[n+](C)cc1[N+](=O)[O-],CCN1[C]N(C)C=C1[N+](=O)[O-]
CIYSNPIISJUTKV-UHFFFAOYSA-N,Me,iPr,NO2,CN,CC(C)n1c[n+](C)c(C#N)c1[N+](=O)[O-],CC(C)N1[C]N(C)C(C#N)=C1[N+](=O)[O-]
CJDJVDPXCWUANT-UHFFFAOYSA-N,Vinyl,Ph,NH2,NH2,C=C[n+]1cn(-c2ccccc2)c(N)c1N,C=CN1[C]N(c2ccccc2)C(N)=C1N
CJGIWYYDJGLRCX-UHFFFAOYSA-N,Me,Allyl,NO2,Me,C=CCn1c[n+](C)c(C)c1[N+](=O)[O-],C=CCN1[C]N(C)C(C)=C1[N+](=O)[O-]
CJQADSZLLMBCRL-UHFFFAOYSA-N,Vinyl,Allyl,NH2,H,C=CCn1c[n+](C=C)cc1N,C=CCN1[C]N(C=C)C=C1N
CJRRFSRSCPKVTJ-UHFFFAOYSA-N,tBu,Vinyl,H,NO2,C=Cn1cc([N+](=O)[O-])[n+](C(C)(C)C)c1,C=CN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1
CJRXMCRBZFOZHI-UHFFFAOYSA-N,Me,Et,NO2,CN,CCn1c[n+](C)c(C#N)c1[N+](=O)[O-],CCN1[C]N(C)C(C#N)=C1[N+](=O)[O-]
CKFSKNSHQWEXRX-UHFFFAOYSA-N,Me,Allyl,NO2,CN,C=CCn1c[n+](C)c(C#N)c1[N+](=O)[O-],C=CCN1[C]N(C)C(C#N)=C1[N+](=O)[O-]
CKICNXIMOVRSRA-UHFFFAOYSA-N,tBu,Propargyl,F,NH2,C#CCn1c[n+](C(C)(C)C)c(N)c1F,C#CCN1[C]N(C(C)(C)C)C(N)=C1F
CKRUJTSGTQSPFO-UHFFFAOYSA-N,Me,Et,CF3,F,CCn1c[n+](C)c(F)c1C(F)(F)F,CCN1[C]N(C)C(F)=C1C(F)(F)F
CKWVTZLJLGBQBH-UHFFFAOYSA-N,Vinyl,Propargyl,OMe,H,C#CCn1c[n+](C=C)cc1OC,C#CCN1[C]N(C=C)C=C1OC
CLBRBOMBWQECBA-UHFFFAOYSA-N,Et,Ethynyl,F,NO2,C#Cn1c[n+](CC)c([N+](=O)[O-])c1F,C#CN1[C]N(CC)C([N+](=O)[O-])=C1F
CLXFIGGGSODORK-UHFFFAOYSA-N,Et,tBu,NO2,Me,CC[n+]1cn(C(C)(C)C)c([N+](=O)[O-])c1C,CCN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1C
CMCYEKYRBXCQIW-UHFFFAOYSA-N,Et,Ethynyl,OMe,CF3,C#Cn1c[n+](CC)c(C(F)(F)F)c1OC,C#CN1[C]N(CC)C(C(F)(F)F)=C1OC
CMFZRNLCWWDZAO-UHFFFAOYSA-N,tBu,Vinyl,OMe,OMe,C=Cn1c[n+](C(C)(C)C)c(OC)c1OC,C=CN1[C]N(C(C)(C)C)C(OC)=C1OC
CMOYUFRLZQTDEE-UHFFFAOYSA-N,Et,Ethynyl,CN,NO2,C#Cn1c[n+](CC)c([N+](=O)[O-])c1C#N,C#CN1[C]N(CC)C([N+](=O)[O-])=C1C#N
CMOZGVQLTNPPFV-UHFFFAOYSA-N,Me,Et,F,Me,CCn1c[n+](C)c(C)c1F,CCN1[C]N(C)C(C)=C1F
CMRRQKAMTFXOMA-UHFFFAOYSA-N,Vinyl,Ethynyl,CF3,OMe,C#Cn1c[n+](C=C)c(OC)c1C(F)(F)F,C#CN1[C]N(C=C)C(OC)=C1C(F)(F)F
CMVKYSXQXWPHST-UHFFFAOYSA-N,tBu,Allyl,CF3,Me,C=CCn1c[n+](C(C)(C)C)c(C)c1C(F)(F)F,C=CCN1[C]N(C(C)(C)C)C(C)=C1C(F)(F)F
CMZHQACXLLWBGJ-UHFFFAOYSA-N,Et,tBu,F,Me,CC[n+]1cn(C(C)(C)C)c(F)c1C,CCN1[C]N(C(C)(C)C)C(F)=C1C
CNIMHAKPOAIWDV-UHFFFAOYSA-N,Me,Allyl,NH2,NH2,C=CCn1c[n+](C)c(N)c1N,C=CCN1[C]N(C)C(N)=C1N
CNIZWUVAMJJFIJ-UHFFFAOYSA-N,Et,Ethynyl,CF3,OMe,C#Cn1c[n+](CC)c(OC)c1C(F)(F)F,C#CN1[C]N(CC)C(OC)=C1C(F)(F)F
COBKWKKCWULYKZ-UHFFFAOYSA-N,Me,Ph,NH2,CF3,C[n+]1cn(-c2ccccc2)c(N)c1C(F)(F)F,CN1[C]N(c2ccccc2)C(N)=C1C(F)(F)F
COICAQXEFNSGIC-UHFFFAOYSA-N,tBu,Propargyl,F,H,C#CCn1c[n+](C(C)(C)C)cc1F,C#CCN1[C]N(C(C)(C)C)C=C1F
COJOAKWVMSNHNP-UHFFFAOYSA-N,Ethynyl,Ethynyl,H,NO2,C#Cn1cc([N+](=O)[O-])[n+](C#C)c1,C#CN1[C]N(C#C)C([N+](=O)[O-])=C1
COMUVTRYEOICOL-UHFFFAOYSA-N,Ethynyl,Ethynyl,OMe,NH2,C#Cn1c[n+](C#C)c(N)c1OC,C#CN1[C]N(C#C)C(OC)=C1N
COPVYYIIVFKLAY-UHFFFAOYSA-N,Me,Et,H,Me,CCn1cc(C)[n+](C)c1,CCN1[C]N(C)C(C)=C1
COXFPTFRHJQXMG-UHFFFAOYSA-N,Vinyl,Allyl,NH2,OMe,C=CCn1c[n+](C=C)c(OC)c1N,C=CCN1[C]N(C=C)C(OC)=C1N
CPZWPRZTNBVVTD-UHFFFAOYSA-N,nBu,Propargyl,NO2,H,C#CCn1c[n+](CCCC)cc1[N+](=O)[O-],C#CCN1[C]N(CCCC)C=C1[N+](=O)[O-]
CQEPOGINFKSAGQ-UHFFFAOYSA-N,Et,tBu,NO2,CF3,CC[n+]1cn(C(C)(C)C)c([N+](=O)[O-])c1C(F)(F)F,CCN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1C(F)(F)F
CQFHIKFPUNVYNX-UHFFFAOYSA-N,tBu,tBu,F,CF3,CC(C)(C)n1c[n+](C(C)(C)C)c(C(F)(F)F)c1F,CC(C)(C)N1[C]N(C(C)(C)C)C(C(F)(F)F)=C1F
CQGVQCZEIBIODA-UHFFFAOYSA-N,Et,Propargyl,NO2,Me,C#CCn1c[n+](CC)c(C)c1[N+](=O)[O-],C#CCN1[C]N(CC)C(C)=C1[N+](=O)[O-]
CQWADJGRMLEZFW-UHFFFAOYSA-N,nBu,Ethynyl,F,Me,C#Cn1c[n+](CCCC)c(C)c1F,C#CN1[C]N(CCCC)C(C)=C1F
CQXJOJPKYRFPTO-UHFFFAOYSA-N,tBu,Ethynyl,NH2,F,C#Cn1c[n+](C(C)(C)C)c(F)c1N,C#CN1[C]N(C(C)(C)C)C(F)=C1N
CRAJODPSMAHGAD-UHFFFAOYSA-N,tBu,tBu,NO2,OMe,COc1c([N+](=O)[O-])n(C(C)(C)C)c[n+]1C(C)(C)C,COC1=C([N+](=O)[O-])N(C(C)(C)C)[C]N1C(C)(C)C
CRFQGKQUVZRRLA-UHFFFAOYSA-N,Me,Propargyl,NH2,NO2,C#CCn1c[n+](C)c([N+](=O)[O-])c1N,C#CCN1[C]N(C)C([N+](=O)[O-])=C1N
CRKVOUHZEUZXOU-UHFFFAOYSA-N,Me,tBu,H,Me,Cc1cn(C(C)(C)C)c[n+]1C,CC1=CN(C(C)(C)C)[C]N1C
CROCMWLTRDFPMS-UHFFFAOYSA-N,tBu,Propargyl,CN,NH2,C#CCn1c[n+](C(C)(C)C)c(N)c1C#N,C#CCN1[C]N(C(C)(C)C)C(N)=C1C#N
CRPRBFHOCLDMMB-UHFFFAOYSA-N,Me,Me,H,NO2,Cn1cc([N+](=O)[O-])[n+](C)c1,CN1[C]N(C)C([N+](=O)[O-])=C1
CRUMCFALXAXPEE-UHFFFAOYSA-N,Et,Allyl,NH2,Me,C=CCn1c[n+](CC)c(C)c1N,C=CCN1[C]N(CC)C(C)=C1N
CRZKGPPVCCXNOF-UHFFFAOYSA-N,Me,Ph,NH2,Me,Cc1c(N)n(-c2ccccc2)c[n+]1C,CC1=C(N)N(c2ccccc2)[C]N1C
CSCFBCCBGAMYDL-UHFFFAOYSA-N,Me,Ethynyl,OMe,OMe,C#Cn1c[n+](C)c(OC)c1OC,C#CN1[C]N(C)C(OC)=C1OC
CSDDZTIRGLUWPK-UHFFFAOYSA-N,Ethynyl,Ph,CN,F,C#C[n+]1cn(-c2ccccc2)c(C#N)c1F,C#CN1[C]N(c2ccccc2)C(C#N)=C1F
CSFDGCWGLDYPQA-UHFFFAOYSA-N,tBu,Vinyl,CF3,OMe,C=Cn1c[n+](C(C)(C)C)c(OC)c1C(F)(F)F,C=CN1[C]N(C(C)(C)C)C(OC)=C1C(F)(F)F
CSHGASGFFSDBIP-UHFFFAOYSA-N,Me,Allyl,NO2,NO2,C=CCn1c[n+](C)c([N+](=O)[O-])c1[N+](=O)[O-],C=CCN1[C]N(C)C([N+](=O)[O-])=C1[N+](=O)[O-]
CSKKQGLZMSUXBL-UHFFFAOYSA-N,tBu,Propargyl,CF3,NO2,C#CCn1c[n+](C(C)(C)C)c([N+](=O)[O-])c1C(F)(F)F,C#CCN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1C(F)(F)F
CSNKQXYSPUNCFX-UHFFFAOYSA-N,Vinyl,Propargyl,F,F,C#CCn1c[n+](C=C)c(F)c1F,C#CCN1[C]N(C=C)C(F)=C1F
CTHARACYMCIHOL-UHFFFAOYSA-N,tBu,Ethynyl,OMe,OMe,C#Cn1c[n+](C(C)(C)C)c(OC)c1OC,C#CN1[C]N(C(C)(C)C)C(OC)=C1OC
CTIBBAONOKOIIX-UHFFFAOYSA-N,Et,tBu,F,F,CC[n+]1cn(C(C)(C)C)c(F)c1F,CCN1[C]N(C(C)(C)C)C(F)=C1F
CTJBRGKDGDXPJZ-UHFFFAOYSA-N,nBu,Allyl,OMe,H,C=CCn1c[n+](CCCC)cc1OC,C=CCN1[C]N(CCCC)C=C1OC
CTWBOQDLVJUHIG-UHFFFAOYSA-N,Ethynyl,Propargyl,CN,CF3,C#CCn1c[n+](C#C)c(C(F)(F)F)c1C#N,C#CCN1[C]N(C#C)C(C(F)(F)F)=C1C#N
CUKBBFDFBLYCEZ-UHFFFAOYSA-N,Et,Vinyl,F,NH2,C=Cn1c[n+](CC)c(N)c1F,C=CN1[C]N(CC)C(N)=C1F
CULNKQRNLPKXDO-UHFFFAOYSA-N,Me,Vinyl,F,OMe,C=Cn1c[n+](C)c(OC)c1F,C=CN1[C]N(C)C(OC)=C1F
CVOMNOJVWNSUOH-UHFFFAOYSA-N,tBu,Ph,F,CF3,CC(C)(C)[n+]1cn(-c2ccccc2)c(F)c1C(F)(F)F,CC(C)(C)N1[C]N(c2ccccc2)C(F)=C1C(F)(F)F
CVXKJSNZQCKQAD-UHFFFAOYSA-N,Et,Vinyl,NH2,NO2,C=Cn1c[n+](CC)c([N+](=O)[O-])c1N,C=CN1[C]N(CC)C([N+](=O)[O-])=C1N
CXBZHDNAXXWIIO-UHFFFAOYSA-N,tBu,Propargyl,NH2,NO2,C#CCn1c[n+](C(C)(C)C)c([N+](=O)[O-])c1N,C#CCN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1N
CXKGFVBYBMZZDE-UHFFFAOYSA-N,tBu,Ph,CN,CF3,CC(C)(C)[n+]1cn(-c2ccccc2)c(C#N)c1C(F)(F)F,CC(C)(C)N1[C]N(c2ccccc2)C(C#N)=C1C(F)(F)F
CXMYUCIGTYVNRQ-UHFFFAOYSA-N,nBu,Ethynyl,H,Me,C#Cn1cc(C)[n+](CCCC)c1,C#CN1[C]N(CCCC)C(C)=C1
CXSWCTRSHJDVNV-UHFFFAOYSA-N,Me,tBu,NO2,CN,C[n+]1cn(C(C)(C)C)c([N+](=O)[O-])c1C#N,CN1[C]N(C(C)(C)C)C([N+](=O)[O-])=C1C#N
CXXUEZPKXNYABG-UHFFFAOYSA-N,Vinyl,Allyl,CN,CF3,C=CCn1c[n+](C=C)c(C(F)(F)F)c1C#N,C=CCN1[C]N(C=C)C(C(F)(F)F)=C1C#N
CYDKCWBECJXFJY-UHFFFAOYSA-N,tBu,Vinyl,NO2,F,C=Cn1c[n+](C(C)(C)C)c(F)c1[N+](=O)[O-],C=CN1[C]N(C(C)(C)C)C(F)=C1[N+](=O)[O-]
CYKCHIIKJRWRLX-UHFFFAOYSA-N,Me,iPr,NH2,NO2,CC(C)n1c[n+](C)c([N+](=O)[O-])c1N,CC(C)N1[C]N(C)C([N+](=O)[O-])=C1N
CYSWUFQYPIATQV-UHFFFAOYSA-N,Me,iPr,CF3,H,CC(C)n1c[n+](C)cc1C(F)(F)F,CC(C)N1[C]N(C)C=C1C(F)(F)F
CZNHZLPULCAEIL-UHFFFAOYSA-N,nBu,Vinyl,NH2,CN,C=Cn1c[n+](CCCC)c(C#N)c1N,C=CN1[C]N(CCCC)C(C#N)=C1N
CZOOLONDLFJHCR-UHFFFAOYSA-N,tBu,Ethynyl,OMe,F,C#Cn1c[n+](C(C)(C)C)c(F)c1OC,C#CN1[C]N(C(C)(C)C)C(F)=C1OC
DAKJQGPZNCQSAQ-UHFFFAOYSA-N,nBu,Vinyl,OMe,CF3,C=Cn1c[n+](CCCC)c(C(F)(F)F)c1OC,C=CN1[C]N(CCCC)C(C(F)(F)F)=C1OC
DBEKFSVFLUDKBE-UHFFFAOYSA-N,tBu,Propargyl,NO2,F,C#CCn1c[n+](C(C)(C)C)c(F)c1[N+](=O)[O-],C#CCN1[C]N(C(C)(C)C)C(F)=C1[N+](=O)[O-]
DBVCKYWJCXFKCF-UHFFFAOYSA-N,Vinyl,Ph,NO2,OMe,C=C[n+]1cn(-c2ccccc2)c([N+](=O)[O-])c1OC,C=CN1[C]N(c2ccccc2)C([N+](=O)[O-])=C1OC
DBZBIBYDBXRFDF-UHFFFAOYSA-N,tBu,Propargyl,NO2,NH2,C#CCn1c[n+](C(C)(C)C)c(N)c1[N+](=O)[O-],C#CCN1[C]N(C(C)(C)C)C(N)=C1[N+](=O)[O-]
DCAJMXVWNHTJAR-UHFFFAOYSA-N,Me,Ph,OMe,H,COc1c[n+](C)cn1-c1ccccc1,COC1=CN(C)[C]N1c1ccccc1
DCWMOJPYOSEVCJ-UHFFFAOYSA-N,Me,Allyl,CN,NH2,C=CCn1c[n+](C)c(N)c1C#N,C=CCN1[C]N(C)C(N)=C1C#N
DDDBCGZRTAQZNX-UHFFFAOYSA-N,nBu,Vinyl,H,OMe,C=Cn1cc(OC)[n+](CCCC)c1,C=CN1[C]N(CCCC)C(OC)=C1
DDNULXYXLNHXHW-UHFFFAOYSA-N,Et,Et,H,OMe,CCn1cc(OC)[n+](CC)c1,CCN1[C]N(CC)C(OC)=C1
DDUPNZCKHWHSEU-UHFFFAOYSA-N,nBu,Vinyl,OMe,H,C=Cn1c[n+](CCCC)cc1OC,C=CN1[C]N(CCCC)C=C1OC
DDYUGVMYJAFBHB-UHFFFAOYSA-N,Et,Allyl,NH2,CN,C=CCn1c[n+](CC)c(C#N)c1N,C=CCN1[C]N(CC)C(C#N)=C1N
DEFHAEVUDTVNKS-UHFFFAOYSA-N,Ethynyl,Propargyl,F,Me,C#CCn1c[n+](C#C)c(C)c1F,C#CCN1[C]N(C#C)C(C)=C1F
DEXSTXXEFMBMRS-UHFFFAOYSA-N,nBu,Vinyl,CF3,Me,C=Cn1c[n+](CCCC)c(C)c1C(F)(F)F,C=CN1[C]N(CCCC)C(C)=C1C(F)(F)F
DFONHAKPLCBNLN-UHFFFAOYSA-N,Me,iPr,CF3,CN,CC(C)n1c[n+](C)c(C#N)c1C(F)(F)F,CC(C)N1[C]N(C)C(C#N)=C1C(F)(F)F
DFRBWZWDOUQCEB-UHFFFAOYSA-N,tBu,Vinyl,CF3,NH2,C=Cn1c[n+](C(C)(C)C)c(N)c1C(F)(F)F,C=CN1[C]N(C(C)(C)C)C(N)=C1C(F)(F)F
DFWMFMUVEQRQMD-UHFFFAOYSA-N,nBu,Vinyl,CN,F,C=Cn1c[n+](CCCC)c(F)c1C#N,C=CN1[C]N(CCCC)C(F)=C1C#N
DGKZYBBPAZMCCG-UHFFFAOYSA-N,tBu,Ethynyl,NO2,F,C#Cn1c[n+](C(C)(C)C)c(F)c1[N+](=O)[O-],C#CN1[C]N(C(C)(C)C)C(F)=C1[N+](=O)[O-]
DGUCPWYECZALAI-UHFFFAOYSA-N,nBu,Ph,NO2,H,CCCC[n+]1cc([N+](=O)[O-])n(-c2ccccc2)c1,CCCCN1[C]N(c2ccccc2)C([N+](=O)[O-])=C1
DGVGJADAFTWFBJ-UHFFFAOYSA-N,nBu,Ethynyl,H,NH2,C#Cn1cc(N)[n+](CCCC)c1,C#CN1[C]N(CCCC)C(N)=C1
DGXGXBAZGVWEBY-UHFFFAOYSA-N,nBu,Propargyl,OMe,NO2,C#CCn1c[n+](CCCC)c([N+](=O)[O-])c1OC,C#CCN1[C]N(CCCC)C([N+](=O)[O-])=C1OC
DHCAGOWDFWXWLI-UHFFFAOYSA-N,tBu,Allyl,F,CF3,C=CCn1c[n+](C(C)(C)C)c(C(F)(F)F)c1F,C=CCN1[C]N(C(C)(C)C)C(C(F)(F)F)=C1F
DHGAJTUFRVIMPW-UHFFFAOYSA-N,Et,iPr,OMe,OMe,CC[n+]1cn(C(C)C)c(OC)c1OC,CCN1[C]N(C(C)C)C(OC)=C1OC
DHJGFEBQVWRZQT-UHFFFAOYSA-N,Me,Me,F,OMe,COc1c(F)n(C)c[n+]1C,COC1=C(F)N(C)[C]N1C
